"timeStamp","posterID","name","postID","subjectText","commentText","filename"
"08/07/18(Tue)09:49:32","No ID","Anonymous","102122807","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>I want to see this trainwreck. What&#039;s it called?","No File Posted"
"08/07/18(Tue)09:50:05","No ID","Anonymous","102122818","No Subject Text Provided","<a href=""#p102122793"" class=""quotelink"">&gt;&gt;102122793</a><br>it&#039;s easy when your definition of rape is different to everyone else","No File Posted"
"08/07/18(Tue)09:51:52","No ID","Anonymous","102122874","No Subject Text Provided","<span class=""quote"">&gt;fart sniffer calls other person a fart</span><br><br>What did she mean by this?","No File Posted"
"08/07/18(Tue)09:52:18","No ID","Anonymous","102122885","No Subject Text Provided","<a href=""#p102122569"" class=""quotelink"">&gt;&gt;102122569</a><br><span class=""quote"">&gt;Was the bit where she called out a heckler actually in the show?</span><br>It was in the show but not in the broadcast, they never include bits in the broadcast where the comedian gets embarrassed or flustered. If she actually had a decent retort they would have kept it in there. Instead they just wrote articles about the toxic masculinity that inspired that man to wonder where the jokes where in the stand up special he paid to see.","No File Posted"
"08/07/18(Tue)09:52:50","No ID","Anonymous","102122905","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>did it really subvert my expectations if I never really expected female comedians to be funny?","No File Posted"
"08/07/18(Tue)09:53:09","No ID","Anonymous","102122914","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>That metaphor&#039;s a little too big brained for me.<br><br>Could you break it down us for Cishet white dummy dudes","No File Posted"
"08/07/18(Tue)09:53:52","No ID","Anonymous","102122932","No Subject Text Provided","Stand up comedy is dead. A few years ago at an outdoor comedy show a male comedian got angry at me for laughing at one of his jokes..so I got up and walked out. Sort of. As I was complaining about what happened, I made some jokes on the way out and a couple of women thought I was the comedian and that the other guys was just a set up. lol After a couple minutes they went back to watching him and no laughs were had anymore. Comedy!","No File Posted"
"08/07/18(Tue)09:54:21","No ID","Anonymous","102122952","No Subject Text Provided","<a href=""#p102122885"" class=""quotelink"">&gt;&gt;102122885</a><br>Also she didn’t actually have a retort, another person in the audience did that “stand up to try and be badass” but to a person they couldn’t see and didn’t know and couldn’t tell the location of, after which she told him to just leave.<br><br>Shutting down a heckler generally requires actual effort from the comedian and not the audience literally doing it for them. He’s a faggot now but Jim Jefferies knew how to handle a heckler, watch his 2012 era stand up, he literally invites the guy on stage and smacks him with the microphone.","No File Posted"
"08/07/18(Tue)09:55:06","No ID","Anonymous","102122974","No Subject Text Provided","<a href=""#p102122793"" class=""quotelink"">&gt;&gt;102122793</a><br>I dunno about how she got raped, but she got beaten by a chick&#039;s boyfriend when she hit on the chick right in front of him.","No File Posted"
"08/07/18(Tue)09:55:24","No ID","Anonymous","102122985","No Subject Text Provided","<a href=""#p102122905"" class=""quotelink"">&gt;&gt;102122905</a><br>no, now if the thing was actually funny and made genuine funny jokes, THAT would&#039;ve been subverting expectations","No File Posted"
"08/07/18(Tue)09:56:23","No ID","Anonymous","102123015","No Subject Text Provided","<a href=""#p102122793"" class=""quotelink"">&gt;&gt;102122793</a><br><span class=""quote"">&gt;Can someone tell me how this ugly mug gets (((raped))).</span><br><br>She didn&#039;t.<br>But saying she was gives her power.<br>You cannot question it either.<br>Checkmate.","No File Posted"
"08/07/18(Tue)09:56:37","No ID","Anonymous","102123020","No Subject Text Provided","<a href=""#p102122952"" class=""quotelink"">&gt;&gt;102122952</a><br><span class=""quote"">&gt;He’s a faggot now but Jim Jefferies knew how to handle a heckler, watch his 2012 era stand up, he literally invites the guy on stage and smacks him with the microphone</span><br><br><span class=""quote"">&gt;invites the guy on stage</span><br><span class=""quote"">&gt;invites on stage</span><br><span class=""quote"">&gt;smacks him with the microphone</span><br><span class=""quote"">&gt;assaults him with a deadly weapon</span><br><span class=""quote"">&gt;totally not a faggot then</span><br><br>Comedy!","No File Posted"
"08/07/18(Tue)09:56:53","No ID","Anonymous","102123033","No Subject Text Provided","<a href=""#p102122974"" class=""quotelink"">&gt;&gt;102122974</a><br>Yeah, that’s typical behavior of men that is outright encouraged by women. Women literally get off to dudes butting heads over them, getting violent is common for this at a party exactly because women are there.","No File Posted"
"08/07/18(Tue)09:57:01","No ID","Anonymous","102123034","No Subject Text Provided","<a href=""#p102122585"" class=""quotelink"">&gt;&gt;102122585</a>","1533649297320 - 1533650221370.jpg"
"08/07/18(Tue)09:57:30","No ID","Anonymous","102123044","No Subject Text Provided","You guys know you are on /tv/ and not /pol/ right? Why don&#039;t you all just go there instead","No File Posted"
"08/07/18(Tue)09:58:07","No ID","Anonymous","102123058","No Subject Text Provided","<a href=""#p102122974"" class=""quotelink"">&gt;&gt;102122974</a><br>Not them, but source? Full story? It&#039;s like you work for the media.","No File Posted"
"08/07/18(Tue)09:58:45","No ID","Anonymous","102123079","No Subject Text Provided","@@102123044<br>Have a free one, fren","No File Posted"
"08/07/18(Tue)09:59:05","No ID","Anonymous","102123089","No Subject Text Provided","<a href=""#p102122585"" class=""quotelink"">&gt;&gt;102122585</a><br>where&#039;s the joke","No File Posted"
"08/07/18(Tue)09:59:11","No ID","Anonymous","102123090","No Subject Text Provided","<a href=""#p102123044"" class=""quotelink"">&gt;&gt;102123044</a><br>Why don&#039;t you suck your own dick? If you break your neck, that means it&#039;s sexy success.","No File Posted"
"08/07/18(Tue)09:59:28","No ID","Anonymous","102123094","No Subject Text Provided","<a href=""#p102123058"" class=""quotelink"">&gt;&gt;102123058</a><br>she says so in the special you retard","No File Posted"
"08/07/18(Tue)09:59:42","No ID","Anonymous","102123102","No Subject Text Provided","<a href=""#p102123090"" class=""quotelink"">&gt;&gt;102123090</a><br>See<br><a href=""#p102122409"" class=""quotelink"">&gt;&gt;102122409</a>","No File Posted"
"08/07/18(Tue)10:00:49","No ID","Anonymous","102123126","No Subject Text Provided","<span class=""quote"">&gt;quits comedy</span><br><span class=""quote"">&gt;rejoins comedy the same week</span><br><br><span class=""quote"">&gt;A HERO!</span><br><br><span class=""quote"">&gt;INSPIRATIONAL! </span><br><br><span class=""quote"">&gt;nobody realizes it was all a victim ploy</span><br><br>rmmt","No File Posted"
"08/07/18(Tue)10:01:06","No ID","Anonymous","102123136","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>from the thumbnail I was hoping she was wearing one of those","boob sweater - 1533650466667.jpg"
"08/07/18(Tue)10:01:30","No ID","Anonymous","102123145","No Subject Text Provided","so have you fuckers actually watched it? damn am I going to have to download it to be in on the memes?","No File Posted"
"08/07/18(Tue)10:02:30","No ID","Anonymous","102123169","No Subject Text Provided","<a href=""#p102123102"" class=""quotelink"">&gt;&gt;102123102</a><br>Haven&#039;t met a single &quot;See&quot; poster to this day that wasn&#039;t alien to a board. Today this remains unchanged.","No File Posted"
"08/07/18(Tue)10:02:33","No ID","Anonymous","102123171","No Subject Text Provided","<a href=""#p102123094"" class=""quotelink"">&gt;&gt;102123094</a><br><span class=""quote"">&gt;implying that I&#039;d watch a fat dyke even for a few seconds</span><br><br>You idiots keep spamming her, so expect questions, you dumb cunt.<br><br><a href=""#p102123102"" class=""quotelink"">&gt;&gt;102123102</a><br><br>Go fuck yourself.","No File Posted"
"08/07/18(Tue)10:03:00","No ID","Anonymous","102123191","No Subject Text Provided","<a href=""#p102122974"" class=""quotelink"">&gt;&gt;102122974</a><br>Good to see gender equality is in full effect tbqh","No File Posted"
"08/07/18(Tue)10:03:35","No ID","Anonymous","102123206","No Subject Text Provided","<a href=""#p102123136"" class=""quotelink"">&gt;&gt;102123136</a><br>What&#039;s with that blobby left knee? Gross.","No File Posted"
"08/07/18(Tue)10:04:22","No ID","Anonymous","102123226","No Subject Text Provided","<a href=""#p102123171"" class=""quotelink"">&gt;&gt;102123171</a><br>I dont mind the questions moron, my insults were towards your &quot;its like you work for the media&quot; comment","No File Posted"
"08/07/18(Tue)10:04:59","No ID","Anonymous","102123245","No Subject Text Provided","<a href=""#p102122532"" class=""quotelink"">&gt;&gt;102122532</a><br>jesus fucking christ loooking at this face for three seconds is like the equivalent of a 12 hour horrible introspective nightmare acid trip with some seizures thrown in for added fun","No File Posted"
"08/07/18(Tue)10:06:27","No ID","Anonymous","102123296","No Subject Text Provided","<a href=""#p102123226"" class=""quotelink"">&gt;&gt;102123226</a><br>Hahahahahahah You are also a lying cunt. Leave this board and go back to where you came from.","No File Posted"
"08/07/18(Tue)10:07:08","No ID","Anonymous","102123316","No Subject Text Provided","<a href=""#p102123034"" class=""quotelink"">&gt;&gt;102123034</a><br><span class=""quote"">&gt;he beat me up</span><br><span class=""quote"">&gt;i didn&#039;t report it to the police</span><br><span class=""quote"">&gt;they wouldn&#039;t believe me because I have a layer of body fat as thick as a shag carpet protecting all my internal organs and my rapist would have to be mike tyson circa 1992 in order to successfully leave a bruise.</span>","No File Posted"
"08/07/18(Tue)10:08:17","No ID","Anonymous","102123339","No Subject Text Provided","<a href=""#p102123296"" class=""quotelink"">&gt;&gt;102123296</a><br>what?","No File Posted"
"08/07/18(Tue)10:08:50","No ID","Anonymous","102123355","No Subject Text Provided","<a href=""#p102123296"" class=""quotelink"">&gt;&gt;102123296</a><br>Wait. Did she or did she not get BTFO by a chick’s bf? I’m not watching that literal fecal matter","No File Posted"
"08/07/18(Tue)10:10:42","No ID","Anonymous","102123408","No Subject Text Provided","<a href=""#p102122532"" class=""quotelink"">&gt;&gt;102122532</a><br><span class=""quote"">&gt;shaking_sjw.gif</span>","No File Posted"
"08/07/18(Tue)10:10:45","No ID","Anonymous","102123409","No Subject Text Provided","thank god we still have based demi","adrghjnS - 1533651045943.jpg"
"08/07/18(Tue)10:11:05","No ID","Anonymous","102123415","No Subject Text Provided","<a href=""#p102123339"" class=""quotelink"">&gt;&gt;102123339</a><br>Apparently you&#039;re also stupid, my condolences. <a href=""#p102123355"" class=""quotelink"">&gt;&gt;102123355</a><br><br>I won&#039;t watch either, but I am sure it&#039;s all bullshit. Why waste your time? This thread is just as bad as an unfunny dyke since the mods are probably unfunny dykes.","No File Posted"
"08/07/18(Tue)10:11:52","No ID","Anonymous","102123439","No Subject Text Provided","<a href=""#p102123409"" class=""quotelink"">&gt;&gt;102123409</a><br>Based disgusting creature","No File Posted"
"08/07/18(Tue)10:13:20","No ID","Anonymous","102123482","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>I&#039;D LIKE FOUR SERVES OF THE BRUTAL RAPE AND BEATING","No File Posted"
"08/07/18(Tue)10:13:25","No ID","Anonymous","102123487","No Subject Text Provided","<a href=""#p102123355"" class=""quotelink"">&gt;&gt;102123355</a><br>she did<br><a href=""#p102123415"" class=""quotelink"">&gt;&gt;102123415</a><br>hey you should not encourage people to not watch nanette ok? its not right and I will not stand for it","No File Posted"
"08/07/18(Tue)10:14:01","No ID","Anonymous","102123504","No Subject Text Provided","Is there a decent female comedian?","No File Posted"
"08/07/18(Tue)10:15:03","No ID","Anonymous","102123529","No Subject Text Provided","<a href=""#p102123487"" class=""quotelink"">&gt;&gt;102123487</a><br><br><span class=""quote"">&gt;gives non answer with no proof</span><br><span class=""quote"">&gt;lame lame lame lame &quot;joke&quot; from you</span><br><br>It&#039;s almost like nothing you say has value.","No File Posted"
"08/07/18(Tue)10:15:36","No ID","Anonymous","102123545","No Subject Text Provided","<a href=""#p102123504"" class=""quotelink"">&gt;&gt;102123504</a><br>liz lemon was pretty good","No File Posted"
"08/07/18(Tue)10:16:58","No ID","Anonymous","102123580","No Subject Text Provided","<a href=""#p102123145"" class=""quotelink"">&gt;&gt;102123145</a><br>Watched it just to see what all of the fuss was about. When I heard “deconstruction” I thought I was going to get the female Bo Burnham, not the Church of Social Justice","No File Posted"
"08/07/18(Tue)10:17:04","No ID","Anonymous","102123583","No Subject Text Provided","<a href=""#p102123171"" class=""quotelink"">&gt;&gt;102123171</a><br><span class=""quote"">&gt;wanders into a thread he knows nothing about</span><br><span class=""quote"">&gt;”hey what are u guys talking about gimme le run down xd”</span><br><br>Unbearable","No File Posted"
"08/07/18(Tue)10:17:58","No ID","Anonymous","102123605","No Subject Text Provided","<a href=""#p102123504"" class=""quotelink"">&gt;&gt;102123504</a><br>Hillary Clinton was hilarious.","No File Posted"
"08/07/18(Tue)10:18:11","No ID","Anonymous","102123615","No Subject Text Provided","<a href=""#p102123529"" class=""quotelink"">&gt;&gt;102123529</a><br>if you want proof you can watch the special I guess? Its really good.","No File Posted"
"08/07/18(Tue)10:18:15","No ID","Anonymous","102123617","No Subject Text Provided","<a href=""#p102123504"" class=""quotelink"">&gt;&gt;102123504</a><br>Madeline Kahn, but I don&#039;t know if she did standup.<br>Margret Dumont was severely underrated","No File Posted"
"08/07/18(Tue)10:19:01","No ID","Anonymous","102123637","No Subject Text Provided","<a href=""#p102123583"" class=""quotelink"">&gt;&gt;102123583</a><br><br>Another useless post. kys<br><br>Anyway, comedy is dead and women and faggots killed it.","No File Posted"
"08/07/18(Tue)10:19:17","No ID","Anonymous","102123643","No Subject Text Provided","<a href=""#p102123529"" class=""quotelink"">&gt;&gt;102123529</a><br>Lmao are you fucking drunk? Man this is sad AND pathetic","No File Posted"
"08/07/18(Tue)10:20:16","No ID","Anonymous","102123674","No Subject Text Provided","<a href=""#p102123615"" class=""quotelink"">&gt;&gt;102123615</a><br><br>No, dyke, I will not give you advertising dollars. Shake down a Christian bakery or something, isn&#039;t that what undesirables love to do?","No File Posted"
"08/07/18(Tue)10:21:17","No ID","Anonymous","102123702","No Subject Text Provided","<a href=""#p102123615"" class=""quotelink"">&gt;&gt;102123615</a><br>I doubt it’s “really good”","No File Posted"
"08/07/18(Tue)10:21:19","No ID","Anonymous","102123703","No Subject Text Provided","<a href=""#p102123643"" class=""quotelink"">&gt;&gt;102123643</a><br><br>You&#039;re as unfunny as an SJW. Go back to re ddit.","No File Posted"
"08/07/18(Tue)10:24:35","No ID","Anonymous","102123788","No Subject Text Provided","<a href=""#p102123504"" class=""quotelink"">&gt;&gt;102123504</a><br><br>maria bamford","No File Posted"
"08/07/18(Tue)10:25:16","No ID","Anonymous","102123820","No Subject Text Provided","<a href=""#p102123703"" class=""quotelink"">&gt;&gt;102123703</a><br>Wasn&#039;t a joke, now stop wasting oxygen and off yourself.","No File Posted"
"08/07/18(Tue)10:25:43","No ID","Anonymous","102123831","No Subject Text Provided","<a href=""#p102123788"" class=""quotelink"">&gt;&gt;102123788</a><br>Checked-she was funny when she started. I&#039;ll allow it.","No File Posted"
"08/07/18(Tue)10:25:51","No ID","Anonymous","102123833","No Subject Text Provided","<a href=""#p102123674"" class=""quotelink"">&gt;&gt;102123674</a><br>Well, then I guess you&#039;ll never know the answer to your question my friend. Its your choice","No File Posted"
"08/07/18(Tue)10:25:54","No ID","Anonymous","102123835","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>Not all heroes wear capes<br><br>http://junkee.com/hannah-gadsby-nan<wbr>ette-heckler/166981","Screen Shot 2018-08-01 at 3.18.29 PM - 1533651954161.png"
"08/07/18(Tue)10:26:47","No ID","Anonymous","102123864","No Subject Text Provided","<a href=""#p102123820"" class=""quotelink"">&gt;&gt;102123820</a><br><br>Shut up, Mikey.","No File Posted"
"08/07/18(Tue)10:28:01","No ID","Anonymous","102123892","No Subject Text Provided","post her delicious hips and thighs. let&#039;s turn her into a sex object.","No File Posted"
"08/07/18(Tue)10:28:09","No ID","Anonymous","102123899","No Subject Text Provided","<a href=""#p102123833"" class=""quotelink"">&gt;&gt;102123833</a><br>Oh no that&#039;ll destroy me! You are pretty much like her, no soul.<br><br>(Nice try to get more people to watch your special, dyke.)","No File Posted"
"08/07/18(Tue)10:29:21","No ID","Anonymous","102123926","No Subject Text Provided","<span class=""quote"">&gt;get raped</span><br><span class=""quote"">&gt;don&#039;t tell the authorities</span><br><span class=""quote"">&gt;he gets arrested later</span><br><span class=""quote"">&gt;you get charged with aiding and abetting since you never told the police</span><br><br>expectations: SUBVERTED","No File Posted"
"08/07/18(Tue)10:29:39","No ID","Anonymous","102123932","No Subject Text Provided","<a href=""#p102123504"" class=""quotelink"">&gt;&gt;102123504</a><br><br>Female comedy lived and died with Joan Rivers.","No File Posted"
"08/07/18(Tue)10:30:33","No ID","Anonymous","102123950","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>I hate everything about this person","No File Posted"
"08/07/18(Tue)10:30:40","No ID","Anonymous","102123955","No Subject Text Provided","<a href=""#p102123899"" class=""quotelink"">&gt;&gt;102123899</a><br>Yet here you still are, passive-aggressively begging to know things about this &quot;dyke&#039;s&quot; special....hmmmm","No File Posted"
"08/07/18(Tue)10:31:17","No ID","Anonymous","102123969","No Subject Text Provided","<a href=""#p102123835"" class=""quotelink"">&gt;&gt;102123835</a><br> I really hope the guy was australian","No File Posted"
"08/07/18(Tue)10:31:42","No ID","Anonymous","102123981","No Subject Text Provided","<a href=""#p102123969"" class=""quotelink"">&gt;&gt;102123969</a><br>He was","No File Posted"
"08/07/18(Tue)10:32:56","No ID","Anonymous","102124010","No Subject Text Provided","<a href=""#p102123955"" class=""quotelink"">&gt;&gt;102123955</a><br><br>You think I&#039;m begging or even still asking for info? Wow. Don&#039;t you have some capeshit to see? You know you&#039;re busted btw. No one would rape you and that is why you are sad.","No File Posted"
"08/07/18(Tue)10:33:18","No ID","Anonymous","102124026","No Subject Text Provided","<span class=""quote"">&gt;He beat the shit out of me and nobody stopped him</span><br><span class=""quote"">&gt;And I didn&#039;t report that to the police, and I did not take myself to hospital, and I should have.</span>","based - 1533652398057.png"
"08/07/18(Tue)10:33:21","No ID","Anonymous","102124027","No Subject Text Provided","<span class=""quote"">&gt;it&#039;s a meta act. turns out feminism was the joke all along.</span><br><br>based and redpilled","No File Posted"
"08/07/18(Tue)10:35:26","No ID","Anonymous","102124089","No Subject Text Provided","What if someone went to her show and just laughed really hard and loud after each sentence she said? Is that still grounds for an 86ing?","No File Posted"
"08/07/18(Tue)10:35:39","No ID","Anonymous","102124094","No Subject Text Provided","<a href=""#p102123835"" class=""quotelink"">&gt;&gt;102123835</a><br><br>I don’t know where this incident took place but I automatically read the last bit in an Australian accent.","No File Posted"
"08/07/18(Tue)10:36:26","No ID","Anonymous","102124118","No Subject Text Provided","<a href=""#p102123835"" class=""quotelink"">&gt;&gt;102123835</a><br>&quot;Where&#039;s the bloody jokes?&quot;<br><br>He actually wanted her to joke about how much she was bleeding.","No File Posted"
"08/07/18(Tue)10:36:42","No ID","Anonymous","102124127","No Subject Text Provided","<a href=""#p102123504"" class=""quotelink"">&gt;&gt;102123504</a><br>That one lady with the massive birthmark on her face is mildly amusing","No File Posted"
"08/07/18(Tue)10:36:59","No ID","Anonymous","102124136","No Subject Text Provided","all the faggots from /pol/ here realize that Sam Hyde&#039;s &quot;stand up&quot; is the same thing<br><br>you all should kill yourselves asap","1527814466233 - 1533652619323.gif"
"08/07/18(Tue)10:40:10","No ID","Anonymous","102124225","No Subject Text Provided","<a href=""#p102124136"" class=""quotelink"">&gt;&gt;102124136</a><br><br>I&#039;ve listened to a grand total of 4 seconds of that guy. Why would anyone habitually watch an unfunny drug-addicted nobody? Shit, the memes about him are funnier.","No File Posted"
"08/07/18(Tue)10:41:41","No ID","Anonymous","102124274","No Subject Text Provided","<a href=""#p102122952"" class=""quotelink"">&gt;&gt;102122952</a><br><span class=""quote"">&gt;he literally invites the guy on stage and smacks him with the microphone.</span><br>That&#039;s not how you handle a heckler at all, that&#039;s how you land in prison on assault charges.<br><br>https://www.youtube.com/watch?v=yHP<wbr>0f3fSzcs<br>This is much, much better.","No File Posted"
"08/07/18(Tue)10:42:36","No ID","Anonymous","102124303","No Subject Text Provided","<a href=""#p102124136"" class=""quotelink"">&gt;&gt;102124136</a><br><span class=""quote"">&gt;i meant to say they didn&#039;t realize</span><br><span class=""quote"">&gt;but i said they did</span><br><span class=""quote"">&gt;i&#039;m still very smart though</span><br><span class=""quote"">&gt;please believe me</span>","No File Posted"
"08/07/18(Tue)10:43:34","No ID","Anonymous","102124333","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br><span class=""quote"">&gt;Everyone tells you: &quot;Woman aren&#039;t funny.&quot;</span><br><span class=""quote"">&gt;Turn yourself into a man</span><br><span class=""quote"">&gt;Still not funny</span>","No File Posted"
"08/07/18(Tue)10:44:09","No ID","Anonymous","102124351","No Subject Text Provided","<a href=""#p102122564"" class=""quotelink"">&gt;&gt;102122564</a><br><span class=""quote"">&gt;I have no theory of mind</span>","1526252164108 - 1533653049911.jpg"
"08/07/18(Tue)10:44:12","No ID","Anonymous","102124353","No Subject Text Provided","<a href=""#p102124136"" class=""quotelink"">&gt;&gt;102124136</a><br><span class=""quote"">&gt;sam hyde</span><br><span class=""quote"">&gt;literal nobody in a sea of youtube nobodies</span><br><span class=""quote"">&gt;compared to a fat man faced lesbian placed onto her netflix pedestal with a crane</span><br>oh wow, now there&#039;s an apt comparison","1516988110642 - 1533653052713.jpg"
"08/07/18(Tue)10:44:34","No ID","Anonymous","102124361","No Subject Text Provided","<a href=""#p102124303"" class=""quotelink"">&gt;&gt;102124303</a><br><br>bawww Sam&#039;s feelings are hurt. <br><br>fucking hilarious that he&#039;s gonna die homeless","No File Posted"
"08/07/18(Tue)10:45:30","No ID","Anonymous","102124385","No Subject Text Provided","<a href=""#p102124361"" class=""quotelink"">&gt;&gt;102124361</a><br>heh, you couldn&#039;t use complete sentences on that one<br>smart not to risk it","No File Posted"
"08/07/18(Tue)10:45:47","No ID","Anonymous","102124393","No Subject Text Provided","post her hips and thighs","No File Posted"
"08/07/18(Tue)10:46:35","No ID","Anonymous","102124419","No Subject Text Provided","<a href=""#p102124385"" class=""quotelink"">&gt;&gt;102124385</a><br>go away /pol/","1532187513689 - 1533653195619.jpg"
"08/07/18(Tue)10:47:13","No ID","Anonymous","102124437","No Subject Text Provided","<a href=""#p102122518"" class=""quotelink"">&gt;&gt;102122518</a><br>Ever consider the fact that you&#039;re basically just a right wing SJW constantly looking for shit to get triggered by just like them? Because you are.","No File Posted"
"08/07/18(Tue)10:47:45","No ID","Anonymous","102124454","No Subject Text Provided","<a href=""#p102122952"" class=""quotelink"">&gt;&gt;102122952</a><br><span class=""quote"">&gt;heckler</span><br><br>I think you mean audience plant.","No File Posted"
"08/07/18(Tue)10:48:37","No ID","Anonymous","102124471","No Subject Text Provided","<a href=""#p102122302"" class=""quotelink"">&gt;&gt;102122302</a><br>Who the fuck is this ugly pig????","No File Posted"
"08/07/18(Tue)10:49:18","No ID","Anonymous","102124484","No Subject Text Provided","<a href=""#p102124437"" class=""quotelink"">&gt;&gt;102124437</a><br><span class=""quote"">&gt;you are doing the same thing as I am</span><br><span class=""quote"">&gt;there is no way you can just be making fun of shit for giggles</span>","1525469068978 - 1533653358301.png"
"08/07/18(Tue)10:49:24","No ID","Anonymous","102124488","No Subject Text Provided","<a href=""#p102123089"" class=""quotelink"">&gt;&gt;102123089</a><br>AND THEY RE MAKING KNACK 2 HAH","No File Posted"
